  0.01	3	3	U	0	unclassified
 99.99	40929	0	R	1	root
 99.99	40929	1	R1	131567	  cellular organisms
 99.99	40928	9582	D	2	    Bacteria
 56.17	22993	158	D1	1783272	      Terrabacteria group
 47.41	19405	6	P	201174	        Actinobacteria
 46.99	19234	97	C	1760	          Actinobacteria
 43.72	17897	0	O	85004	            Bifidobacteriales
 43.72	17897	30	F	31953	              Bifidobacteriaceae
 43.58	17838	451	G	1678	                Bifidobacterium
 40.94	16759	0	S	28025	                  Bifidobacterium animalis
 40.84	16718	16718	S1	302912	                    Bifidobacterium animalis subsp. animalis
  0.10	41	0	S1	302911	                    Bifidobacterium animalis subsp. lactis
  0.10	41	41	S2	1316911	                      Bifidobacterium animalis subsp. lactis KLDS2.0603
  0.32	133	0	S	471511	                  Bifidobacterium bombi
  0.32	133	133	S1	1341695	                    Bifidobacterium bombi DSM 19703
  0.30	123	123	S	1765219	                  Bifidobacterium eulemuris
  0.16	65	8	S	1680	                  Bifidobacterium adolescentis
  0.10	41	41	S1	411481	                    Bifidobacterium adolescentis L2-32
  0.04	16	16	S1	367928	                    Bifidobacterium adolescentis ATCC 15703
  0.15	63	15	S	216816	                  Bifidobacterium longum
  0.12	48	48	S1	1679	                    Bifidobacterium longum subsp. longum
  0.11	47	47	S	2306975	                  Bifidobacterium sp. 2034B
  0.07	29	29	S	33905	                  Bifidobacterium thermophilum
  0.07	27	27	S	2493120	                  Bifidobacterium aemilianum
  0.05	20	20	S	78346	                  Bifidobacterium ruminantium
  0.05	19	19	S	1691	                  Bifidobacterium indicum
  0.04	18	18	S	1630173	                  Bifidobacterium catulorum
  0.04	17	17	S	1692	                  Bifidobacterium magnum
  0.03	14	14	S	2306972	                  Bifidobacterium sp. 2020B
  0.03	12	12	S	2493119	                  Bifidobacterium xylocopae
  0.02	7	0	S	28026	                  Bifidobacterium pseudocatenulatum
  0.02	7	7	S1	547043	                    Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
  0.02	7	0	S	630129	                  Bifidobacterium kashiwanohense
