  0.02	18	18	U	0	unclassified
 99.98	77548	0	R	1	root
 99.98	77548	128	D	3	  Bacteria
 86.25	66901	6	P	43279	    Actinobacteriota
 86.17	66836	475	C	43309	      Actinobacteria
 84.00	65153	0	O	43325	        Bifidobacteriales
 84.00	65153	225	F	43326	          Bifidobacteriaceae
 83.70	64926	64926	G	43329	            Bifidobacterium
  0.00	1	1	G	43327	            Aeriscardovia
  0.00	1	1	G	43331	            Gardnerella
  0.72	557	125	O	43416	        Micrococcales
  0.52	402	16	F	43554	          Micrococcaceae
  0.42	329	329	G	43564	            Kocuria
  0.02	18	18	G	43565	            Micrococcus
  0.02	16	16	G	43556	            Arthrobacter
  0.01	7	7	G	43573	            Rothia
  0.01	6	6	G	43570	            Pseudarthrobacter
  0.01	5	5	G	43567	            Nesterenkonia
  0.01	4	4	G	43562	            Glutamicibacter
  0.00	1	1	G	43561	            Garicola
  0.02	13	3	F	43490	          Microbacteriaceae
  0.01	4	4	G	43553	            uncultured
  0.00	2	2	G	43493	            Agromyces
  0.00	2	2	G	43534	            Microbacterium
  0.00	1	1	G	43543	            Pseudoclavibacter
  0.00	1	1	G	43501	            Candidatus Planktoluna
  0.01	6	0	F	43468	          Intrasporangiaceae
  0.00	2	2	G	43482	            Oryzihumus
  0.00	2	2	G	43481	            Ornithinimicrobium
  0.00	1	1	G	43470	            Arsenicicoccus
  0.00	1	1	G	43474	            Janibacter
  0.01	5	3	F	43582	          Promicromonosporaceae
  0.00	2	2	G	43584	            Isoptericola
  0.00	2	0	F	43430	          Cellulomonadaceae
  0.00	2	2	G	43432	            Cellulomonas
  0.00	1	0	F	43423	          Bogoriellaceae
  0.00	1	1	G	43425	            Georgenia
  0.00	1	0	F	43449	          Dermacoccaceae
  0.00	1	1	G	43454	            Dermacoccus
  0.00	1	0	F	43460	          Dermatophilaceae
  0.00	1	1	G	43465	            Piscicoccus
  0.00	1	0	F	43579	          Micrococcales Incertae Sedis
  0.00	1	1	G	43581	            Timonella
  0.56	433	1	O	43640	        Propionibacteriales
  0.55	430	49	F	43651	          Propionibacteriaceae
  0.48	376	376	G	43656	            Cutibacterium
  0.00	1	1	G	43653	            Aestuariimicrobium
  0.00	1	1	G	43676	            uncultured
  0.00	1	1	G	43673	            Pseudopropionibacterium
  0.00	1	1	G	43667	            Propionibacterium
  0.00	1	1	G	43657	            Friedmanniella
  0.00	2	0	F	43641	          Nocardioidaceae
  0.00	1	1	G	43644	            Flindersiella
  0.00	1	1	G	43648	            Nocardioides
  0.14	109	1	O	43342	        Corynebacteriales
  0.14	105	0	F	43343	          Corynebacteriaceae
  0.13	103	103	G	43344	            Corynebacterium
  0.00	2	2	G	43346	            Turicella
  0.00	2	0	F	43355	          Nocardiaceae
  0.00	2	2	G	43358	            Nocardia
  0.00	1	0	F	43352	          Mycobacteriaceae
  0.00	1	1	G	43354	            Mycobacterium
  0.09	72	0	O	43311	        Actinomycetales
  0.09	72	0	F	43312	          Actinomycetaceae
  0.09	69	69	G	43317	            F0332
  0.00	1	1	G	43313	            Actinobaculum
  0.00	1	1	G	43314	            Actinomyces
  0.00	1	1	G	43316	            Arcanobacterium
  0.03	23	0	O	43709	        Streptomycetales
  0.03	23	0	F	43710	          Streptomycetaceae
  0.03	22	22	G	43715	            Streptomyces
  0.00	1	1	G	43713	            Kitasatospora
  0.01	6	0	O	43600	        Micromonosporales
  0.01	6	0	F	43601	          Micromonosporaceae
  0.01	4	4	G	43619	            Pilimelia
  0.00	1	1	G	43606	            Asanoa
  0.00	1	1	G	43616	            Micromonospora
  0.00	3	0	O	43716	        Streptosporangiales
  0.00	3	1	F	43717	          Nocardiopsaceae
  0.00	1	1	G	43718	            Actinorugispora
  0.00	1	1	G	43726	            Nocardiopsis
  0.00	2	0	O	43376	        Frankiales
  0.00	2	0	F	43382	          Frankiaceae
  0.00	2	2	G	43384	            Jatrophihabitans
  0.00	2	0	O	43400	        Glycomycetales
  0.00	2	0	F	43401	          Glycomycetaceae
  0.00	2	2	G	43402	            Glycomyces
  0.00	1	0	O	43677	        Pseudonocardiales
  0.00	1	0	F	43678	          Pseudonocardiaceae
  0.00	1	1	G	43701	            Saccharothrix
  0.07	52	0	C	43801	      Rubrobacteria
  0.07	52	0	O	43802	        Rubrobacterales
  0.07	52	0	F	43803	          Rubrobacteriaceae
  0.07	52	52	G	43804	            Rubrobacter
  0.01	6	0	C	43762	      Coriobacteriia
  0.01	6	0	O	43764	        Coriobacteriales
  0.01	5	0	F	43772	          Coriobacteriaceae
  0.01	5	5	G	43773	            Collinsella
  0.00	1	0	F	43780	          Eggerthellaceae
  0.00	1	1	G	43788	            Enterorhabdus
  0.00	1	0	C	43805	      Thermoleophilia
  0.00	1	0	O	43806	        Gaiellales
  0.00	1	1	F	43809	          uncultured
  8.61	6677	4	P	2375	    Proteobacteria
  5.02	3892	2014	C	2379	      Alphaproteobacteria
  1.53	1188	155	O	2421	        Rhizobiales
  0.92	715	91	F	2545	          Xanthobacteraceae
  0.45	351	351	G	26151	            Bradyrhizobium
  0.13	101	101	G	2554	            uncultured
  0.06	47	47	G	26158	            Rhodopseudomonas
  0.06	47	47	G	26148	            Afipia
  0.04	33	33	G	2550	            Pseudolabrys
  0.03	26	26	G	26154	            Nitrobacter
  0.01	9	9	G	26157	            Rhodoplanes
  0.01	4	4	G	2546	            Ancylobacter
  0.00	3	3	G	26156	            Pseudorhodoplanes
  0.00	2	2	G	26159	            Tardiphaga
  0.00	1	1	G	2553	            Xanthobacter
  0.15	117	6	F	2435	          Beijerinckiaceae
  0.08	60	60	G	46157	            Methylobacterium-Methylorubrum
  0.02	19	19	G	2444	            uncultured
  0.01	7	7	G	26052	            Roseiarcus
  0.01	6	6	G	26042	            Bosea
  0.01	6	6	G	26046	            Methylocystis
  0.01	5	5	G	26054	            alphaI cluster
  0.00	3	3	G	26051	            Rhodoblastus
  0.00	2	2	G	26040	            1174-901-12
  0.00	2	2	G	26049	            Neo-b11
  0.00	1	1	G	2442	            Methylorosula
  0.11	88	88	F	2556	          uncultured
  0.08	61	8	F	2525	          Rhizobiaceae
  0.03	24	24	G	26091	            Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
