  0.01	4	4	U	0	unclassified
 99.99	48653	0	R	1	root
 99.99	48653	370	D	3	  Bacteria
 91.74	44637	11	P	2375	    Proteobacteria
 81.06	39443	24482	C	2379	      Alphaproteobacteria
 16.34	7952	584	O	2421	        Rhizobiales
 11.04	5374	804	F	2525	          Rhizobiaceae
  5.94	2890	2890	G	26091	            Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
  1.27	617	617	G	26115	            Ochrobactrum
  0.68	331	331	G	26112	            Mesorhizobium
  0.22	108	108	G	2526	            Ensifer
  0.21	102	102	G	26096	            Bartonella
  0.21	101	101	G	26108	            Hoeflea
  0.12	58	58	G	11436	            Neorhizobium
  0.10	48	48	G	26127	            uncultured
  0.09	42	42	G	26123	            Pseudorhizobium
  0.08	40	40	G	26114	            Nitratireductor
  0.08	38	38	G	26106	            Falsochrobactrum
  0.06	31	31	G	2529	            Shinella
  0.06	30	30	G	26121	            Pseudochrobactrum
  0.05	25	25	G	26095	            Aureimonas
  0.05	25	25	G	26107	            Fulvimarina
  0.03	14	14	G	26089	            Ahrensia
  0.03	13	13	G	26118	            Phyllobacterium
  0.02	12	12	G	26099	            Candidatus Liberibacter
  0.02	12	12	G	26097	            Brucella
  0.01	6	6	G	26103	            Cohaesibacter
  0.01	6	6	G	26092	            Aminobacter
  0.01	5	5	G	26125	            Tianweitania
  0.01	4	4	G	26117	            Paenochrobactrum
  0.01	3	3	G	26090	            Aliihoeflea
  0.01	3	3	G	26120	            Pseudaminobacter
  0.00	2	2	G	26126	            [Rhizobium] sphaerophysae group
  0.00	1	1	G	26094	            Aurantimonas
  0.00	1	1	G	26119	            Pseudahrensia
  0.00	1	1	G	26111	            Martelella
  0.00	1	1	G	26098	            Candidatus Hodgkinia
  1.38	671	51	F	2545	          Xanthobacteraceae
  0.65	315	315	G	26151	            Bradyrhizobium
  0.28	137	137	G	2550	            Pseudolabrys
  0.16	77	77	G	26158	            Rhodopseudomonas
  0.10	50	50	G	2554	            uncultured
  0.03	13	13	G	26148	            Afipia
  0.02	10	10	G	26154	            Nitrobacter
  0.01	6	6	G	26157	            Rhodoplanes
  0.01	5	5	G	26159	            Tardiphaga
  0.01	5	5	G	2553	            Xanthobacter
  0.00	1	1	G	26155	            Oligotropha
  0.00	1	1	G	26153	            Methylorhabdus
  0.91	443	8	F	26055	          Devosiaceae
  0.61	297	297	G	26064	            uncultured
  0.15	71	71	G	26058	            Devosia
  0.13	62	62	G	26062	            Pelagibacterium
  0.01	5	5	G	26056	            Arsenicitalea
  0.76	369	127	F	2435	          Beijerinckiaceae
  0.14	70	70	G	26052	            Roseiarcus
  0.14	66	66	G	46157	            Methylobacterium-Methylorubrum
  0.03	17	17	G	26040	            1174-901-12
  0.03	16	16	G	26054	            alphaI cluster
  0.03	16	16	G	26048	            Microvirga
  0.03	14	14	G	2444	            uncultured
  0.02	9	9	G	26046	            Methylocystis
  0.02	9	9	G	26044	            FukuN57
  0.02	8	8	G	2443	            Methylovirgula
  0.01	6	6	G	2441	            Methyloferula
  0.01	4	4	G	2442	            Methylorosula
  0.00	2	2	G	26049	            Neo-b11
  0.00	1	1	G	26042	            Bosea
  0.00	1	1	G	26051	            Rhodoblastus
  0.00	1	1	G	2436	            Beijerinckia
  0.00	1	1	G	2440	            Methylocella
  0.00	1	1	G	2438	            Chelatococcus
  0.53	258	0	F	2530	          Rhizobiales Incertae Sedis
  0.45	219	219	G	14525	            uncultured
  0.06	29	29	G	2534	            Nordella
  0.01	5	5	G	11439	            Phreatobacter
  0.01	3	3	G	26128	            Anderseniella
  0.00	2	2	G	26129	            Dichotomicrobium
  0.21	100	0	F	2472	          Hyphomicrobiaceae
  0.14	69	69	G	2480	            Hyphomicrobium
  0.04	20	20	G	2490	            uncultured
  0.02	9	9	G	2479	            Filomicrobium
  0.00	2	2	G	2483	            Pedomicrobium
  0.09	45	2	F	26071	          Methyloligellaceae
  0.09	43	43	G	26075	            uncultured
  0.06	28	28	F	2493	          KF-JG30-B3
  0.05	26	0	F	26133	          Stappiaceae
  0.02	10	10	G	26143	            Stappia
  0.01	6	6	G	26136	            Labrenzia
  0.01	5	5	G	26138	            Pannonibacter
  0.01	3	3	G	26140	            Pseudovibrio
  0.00	2	2	G	26134	            Agaricicola
  0.04	20	0	F	26081	          Pleomorphomonadaceae
  0.02	11	11	G	26088	            uncultured
  0.02	8	8	G	26083	            Chthonobacter
  0.00	1	1	G	26087	            Prosthecomicrobium
  0.02	8	8	F	2556	          uncultured
  0.01	7	7	F	2465	          D05-2
  0.01	5	0	F	2536	          Rhodobiaceae
  0.01	4	4	G	2537	            Afifella
  0.00	1	1	G	2543	            Tepidamorphus
  0.01	4	4	F	2464	          C2U
  0.01	4	4	F	2423	          A0839
  0.01	3	3	F	26147	          WC3-116
  0.00	2	0	F	26131	          Rhodomicrobiaceae
  0.00	2	2	G	26132	            Rhodomicrobium
  0.00	1	0	F	26067	          Labraceae
  0.00	1	1	G	26068	            Labrys
 10.00	4864	0	O	2823	        Sphingomonadales
 10.00	4864	2613	F	2844	          Sphingomonadaceae
  2.84	1383	1383	G	2852	            Sphingomonas
  0.35	170	170	G	26240	            Altererythrobacter
  0.25	120	120	G	2846	            Novosphingobium
  0.22	107	107	G	2850	            Sphingobium
  0.21	101	101	G	2858	            uncultured
  0.12	58	58	G	26244	            Ellin6055
  0.12	58	58	G	26245	            Erythrobacter
  0.10	50	50	G	26250	            SD04E11
  0.10	47	47	G	26248	            Porphyrobacter
  0.08	41	41	G	2853	            Sphingopyxis
  0.05	25	25	G	2857	            Zymomonas
  0.05	23	23	G	2854	            Sphingorhabdus
  0.05	22	22	G	2847	            Parasphingopyxis
  0.02	12	12	G	2848	            Sandaracinobacter
  0.02	11	11	G	2855	            Sphingosinicella
  0.01	7	7	G	14559	            Rhizorhapis
  0.01	5	5	G	26246	            MN 122.2a
  0.01	3	3	G	11469	            Polymorphobacter
  0.01	3	3	G	26243	            DSSF69
  0.00	1	1	G	26251	            Sphingoaurantiacus
  0.00	1	1	G	2845	            Blastomonas
  0.00	1	1	G	14558	            Parablastomonas
  0.00	1	1	G	11468	            Hephaestia
  0.00	1	1	G	2856	            Stakelama
  1.68	817	5	O	2386	        Caulobacterales
  1.41	688	21	F	2387	          Caulobacteraceae
  0.77	377	377	G	2390	            Brevundimonas
  0.34	165	165	G	2392	            Phenylobacterium
  0.22	108	108	G	2391	            Caulobacter
  0.03	17	17	G	2393	            uncultured
  0.24	117	3	F	2394	          Hyphomonadaceae
  0.15	72	72	G	2399	            Hirschia
  0.02	12	12	G	2407	            uncultured
  0.02	9	9	G	25968	            SWB02
  0.02	9	9	G	2401	            Litorimonas
  0.01	7	7	G	2405	            Robiginitomaculum
  0.01	4	4	G	2395	            Algimonas
  0.00	1	1	G	2403	            Oceanicaulis
  0.01	7	1	F	25970	          Parvularculaceae
  0.01	4	4	G	25971	            Amphiplicatus
  0.00	2	2	G	46131	            Marinicaulis
  1.29	628	0	O	2557	        Rhodobacterales
  1.29	628	363	F	2558	          Rhodobacteraceae
  0.18	87	87	G	2607	            Paracoccus
  0.08	40	40	G	2666	            uncultured
  0.06	30	30	G	2638	            Roseobacter clade NAC11-7 lineage
  0.03	14	14	G	2634	            Roseivivax
  0.03	14	14	G	46164	            Limibaculum
  0.02	12	12	G	2624	            Rhodobacter
  0.02	8	8	G	46168	            Yoonia-Loktanella
  0.01	7	7	G	2572	            Falsirhodobacter
  0.01	7	7	G	2574	            Gemmobacter
  0.01	7	7	G	2566	            Celeribacter
  0.01	6	6	G	2626	            Rhodovulum
  0.01	5	5	G	26170	            Nioella
  0.01	4	4	G	26162	            HIMB11
  0.01	3	3	G	2562	            Amaricoccus
  0.01	3	3	G	2588	            Lutimaribacter
  0.01	3	3	G	2645	            Ruegeria
  0.00	2	2	G	11455	            Planktomarina
  0.00	2	2	G	14538	            Pseudooctadecabacter
  0.00	2	2	G	11446	            Ascidiaceihabitans
  0.00	2	2	G	2620	            Pseudorhodobacter
  0.00	1	1	G	26172	            Rhodobaculum
  0.00	1	1	G	14529	            Aliiroseovarius
  0.00	1	1	G	26167	            Marinibacterium
  0.00	1	1	G	14533	            Halovulum
  0.00	1	1	G	2575	            Haematobacter
  0.00	1	1	G	2651	            Shimia
  0.00	1	1	G	2635	            Roseobacter
  0.37	178	10	O	2667	        Rhodospirillales
  0.13	62	0	F	26178	          Magnetospiraceae
  0.13	62	62	G	26182	            uncultured
  0.10	50	0	F	2717	          Rhodospirillaceae
  0.08	41	41	G	2755	            uncultured
  0.02	9	9	G	2722	            Candidatus Riegeria
  0.06	27	27	F	26198	          uncultured
  0.04	19	3	F	26183	          Magnetospirillaceae
  0.03	14	14	G	26188	            uncultured
  0.00	2	2	G	26186	            Telmatospirillum
  0.01	6	0	F	26192	          Terasakiellaceae
  0.01	4	4	G	26195	            uncultured
  0.00	2	2	G	26194	            Terasakiella
  0.01	3	0	F	26196	          Thalassospiraceae
  0.01	3	3	G	26197	            Thalassospira
  0.00	1	1	F	26177	          AEGEAN-169 marine group
  0.22	109	0	O	25946	        Azospirillales
  0.22	106	0	F	25947	          Azospirillaceae
  0.20	96	96	G	25953	            Skermanella
  0.01	5	5	G	25948	            Azospirillum
  0.01	4	4	G	25951	            Niveispirillum
  0.00	1	1	G	25954	            uncultured
  0.01	3	0	F	25955	          Azospirillales Incertae Sedis
  0.01	3	3	G	25956	            Stella
  0.14	70	8	O	25998	        Micavibrionales
  0.10	49	49	F	26002	          uncultured
  0.03	13	0	F	25999	          Micavibrionaceae
  0.03	13	13	G	26001	            uncultured
  0.13	62	0	O	25986	        Holosporales
