100.00	195200	0	R	1	root
100.00	195200	0	R1	131567	  cellular organisms
100.00	195200	10021	D	2	    Bacteria
 48.14	93966	1192	D1	1783272	      Terrabacteria group
 38.31	74789	1189	P	1239	        Firmicutes
 18.03	35204	797	C	91061	          Bacilli
  9.43	18408	1193	O	186826	            Lactobacillales
  3.69	7204	0	F	1300	              Streptococcaceae
  3.69	7203	795	G	1301	                Streptococcus
  1.85	3602	1598	S	1313	                  Streptococcus pneumoniae
  0.20	400	400	S1	869311	                    Streptococcus pneumoniae SPN032672
  0.20	400	400	S1	1105116	                    Streptococcus pneumoniae GA56113
  0.20	400	400	S1	760877	                    Streptococcus pneumoniae EU-NP01
  0.20	399	399	S1	760840	                    Streptococcus pneumoniae GA47522
  0.20	399	399	S1	760846	                    Streptococcus pneumoniae GA47760
  0.00	4	4	S1	1105118	                    Streptococcus pneumoniae GA58581
  0.00	1	1	S1	760871	                    Streptococcus pneumoniae 5652-06
  0.00	1	1	S1	760883	                    Streptococcus pneumoniae NP141
  0.21	405	405	S	1311	                  Streptococcus agalactiae
  0.20	400	400	S	313439	                  Streptococcus massiliensis
  0.20	400	400	S	2250596	                  Streptococcus sp. 596553
  0.20	400	400	S	1676616	                  Streptococcus sp. X13SY08
  0.20	399	399	S	1305	                  Streptococcus sanguinis
  0.20	399	399	S	1310	                  Streptococcus sobrinus
  0.20	399	399	S	1777879	                  Streptococcus sp. DD11
  0.00	2	0	S	1341	                  Streptococcus ratti
  0.00	2	2	S1	699248	                    Streptococcus ratti FA-1 = DSM 20564
  0.00	1	0	G1	119603	                  Streptococcus dysgalactiae group
  0.00	1	0	S	1334	                    Streptococcus dysgalactiae
  0.00	1	1	S1	99822	                      Streptococcus dysgalactiae subsp. dysgalactiae
  0.00	1	0	S	45634	                  Streptococcus cristatus
  0.00	1	1	S1	889201	                    Streptococcus cristatus ATCC 51100
  0.00	1	0	G	1357	                Lactococcus
  0.00	1	0	S	1358	                  Lactococcus lactis
  0.00	1	1	S1	1359	                    Lactococcus lactis subsp. cremoris
  2.26	4404	0	F	33958	              Lactobacillaceae
  2.26	4403	1200	G	1578	                Lactobacillus
  0.21	401	401	S	1590	                  Lactobacillus plantarum
  0.21	401	401	S	1598	                  Lactobacillus reuteri
  0.20	400	0	S	396716	                  Lactobacillus hayakitensis
  0.20	400	400	S1	1423755	                    Lactobacillus hayakitensis DSM 18933 = JCM 14209
  0.20	400	0	S	227943	                  Lactobacillus antri
  0.20	400	400	S1	525309	                    Lactobacillus antri DSM 16041
  0.20	400	400	S	1614	                  Lactobacillus fructivorans
  0.20	400	0	S	83526	                  Lactobacillus paralimentarius
  0.20	400	400	S1	1122151	                    Lactobacillus paralimentarius DSM 13238 = JCM 10415
  0.20	399	399	S	267818	                  Lactobacillus kefiranofaciens
  0.20	399	399	S	97478	                  Lactobacillus mucosae
  0.00	2	2	S	508451	                  Lactobacillus taiwanensis
  0.00	1	0	S	1618	                  Lactobacillus mali
  0.00	1	1	S1	1046596	                    Lactobacillus mali KCTC 3596 = DSM 20444
  0.00	1	0	G	1253	                Pediococcus
  0.00	1	1	S	51663	                  Pediococcus damnosus
  2.05	4007	0	F	81852	              Enterococcaceae
  2.05	4007	1597	G	1350	                Enterococcus
  0.41	807	805	S	1352	                  Enterococcus faecium
  0.00	1	1	S1	333849	                    Enterococcus faecium DO
  0.00	1	1	S1	1157443	                    Enterococcus faecium EnGen0148
  0.41	803	801	S	1351	                  Enterococcus faecalis
  0.00	2	2	S1	1391481	                    Enterococcus faecalis EnGen0411
  0.20	400	0	S	112904	                  Enterococcus villorum
  0.20	400	400	S1	1158604	                    Enterococcus villorum ATCC 700913
  0.20	400	0	S	1355	                  Enterococcus columbae
  0.20	400	400	S1	1121865	                    Enterococcus columbae DSM 7374 = ATCC 51263
  0.61	1200	0	F	81850	              Leuconostocaceae
  0.61	1200	400	G	1243	                Leuconostoc
  0.20	400	400	S	33964	                  Leuconostoc citreum
  0.20	400	400	S	979982	                  Leuconostoc sp. C2
  0.20	400	0	F	186827	              Aerococcaceae
  0.20	400	0	G	1375	                Aerococcus
  0.20	399	399	S	128944	                  Aerococcus urinaehominis
  0.00	1	1	S	1376	                  Aerococcus urinae
  7.79	15199	10	O	1385	            Bacillales
  4.93	9621	1982	F	186817	              Bacillaceae
  3.09	6037	400	G	1386	                Bacillus
  1.23	2410	1	G1	86661	                  Bacillus cereus group
  0.61	1200	801	S	1396	                    Bacillus cereus
  0.20	399	399	S1	572264	                      Bacillus cereus 03BB102
  0.21	403	400	S	1428	                    Bacillus thuringiensis
  0.00	3	3	S1	29339	                      Bacillus thuringiensis serovar kurstaki
  0.20	399	399	S	1973493	                    Bacillus sp. S1-R2T1-FB
  0.20	399	399	S	1973494	                    Bacillus sp. S1-R1J2-FB
  0.00	4	4	S	1405	                    Bacillus mycoides
  0.00	2	2	S	1973491	                    Bacillus sp. S1-R5C1-FB
  0.00	2	2	S	1392	                    Bacillus anthracis
  0.22	423	0	G1	653685	                  Bacillus subtilis group
  0.21	408	2	S	1423	                    Bacillus subtilis
  0.21	404	3	S1	135461	                      Bacillus subtilis subsp. subtilis
  0.20	399	399	S2	565143	                        Bacillus subtilis subsp. subtilis str. AUSI98
  0.00	2	2	S2	1302650	                        Bacillus subtilis subsp. subtilis str. BAB-1
  0.00	2	2	S1	1315975	                      Bacillus subtilis PS216
  0.01	10	0	G2	1938374	                    Bacillus amyloliquefaciens group
  0.00	5	5	S	492670	                      Bacillus velezensis
  0.00	4	4	S	659243	                      Bacillus siamensis
  0.00	1	0	S	1390	                      Bacillus amyloliquefaciens
  0.00	1	1	S1	1292358	                        Bacillus amyloliquefaciens KHG19
  0.00	5	0	G2	653388	                    Bacillus mojavensis subgroup
  0.00	5	0	S	72360	                      Bacillus mojavensis
  0.00	5	5	S1	1051501	                        Bacillus mojavensis RO-H-1 = KCTC 3706
  0.21	402	402	S	1398	                  Bacillus coagulans
  0.20	400	400	S	1481928	                  Bacillus sp. JCM 19034
  0.20	400	0	S	127886	                  Bacillus hemicellulosilyticus
  0.20	400	400	S1	1236971	                    Bacillus hemicellulosilyticus JCM 9152
  0.20	399	0	S	1418	                  Bacillus mannanilyticus
  0.20	399	399	S1	1236954	                    Bacillus mannanilyticus JCM 10596
  0.20	398	398	S	762947	                  Bacillus eiseniae
  0.20	397	397	S	1221450	                  Bacillus abyssalis
  0.20	392	392	S	1404	                  Bacillus megaterium
  0.00	4	4	S	304268	                  Bacillus alkalitelluris
  0.00	2	2	S	2014075	                  Bacillus sp. FJAT-46582
  0.00	2	2	S	1977090	                  Bacillus sp. JEM-1
  0.00	2	2	S	427920	                  Bacillus alkalinitrilicus
  0.00	2	2	S	412384	                  Bacillus aryabhattai
  0.00	2	2	S	2014005	                  Bacillus sp. FJAT-44742
  0.00	1	1	S	2011008	                  Bacillus sp. FJAT-45122
  0.00	1	1	S	1679165	                  Bacillus sp. FJAT-28004
  0.61	1200	800	G	182709	                Oceanobacillus
  0.20	400	0	S	182710	                  Oceanobacillus iheyensis
  0.20	400	400	S1	221109	                    Oceanobacillus iheyensis HTE831
  0.20	399	0	G	1329200	                Fictibacillus
  0.20	399	399	S	2212476	                  Fictibacillus sp. S7
  0.00	3	3	G	1370	                Marinococcus
  1.83	3567	0	F	90964	              Staphylococcaceae
  1.83	3567	2	G	1279	                Staphylococcus
  1.22	2377	398	S	1280	                  Staphylococcus aureus
  0.41	797	797	S1	1413492	                    Staphylococcus aureus MSSA-93
  0.20	400	400	S1	1388426	                    Staphylococcus aureus M0642
  0.20	392	392	S1	1229492	                    Staphylococcus aureus 08BA02176
  0.20	387	387	S1	1422264	                    Staphylococcus aureus DAR1956
  0.00	2	2	S1	46170	                    Staphylococcus aureus subsp. aureus
  0.00	1	1	S1	1422603	                    Staphylococcus aureus VET0352R
  0.20	399	399	S	1292	                  Staphylococcus warneri
  0.20	396	396	S	46127	                  Staphylococcus felis
  0.20	391	391	S	1282	                  Staphylococcus epidermidis
  0.00	1	1	S	46126	                  Staphylococcus chromogenes
  0.00	1	1	S	170573	                  Staphylococcus pettenkoferi
  0.62	1203	0	F	186820	              Listeriaceae
  0.62	1203	0	G	1637	                Listeria
  0.62	1203	1203	S	1639	                  Listeria monocytogenes
  0.20	400	0	O1	539002	              Bacillales incertae sedis
  0.20	400	0	O2	539742	                Bacillales Family XII. Incertae Sedis
  0.20	400	0	G	33986	                  Exiguobacterium
  0.20	400	400	S	375477	                    Exiguobacterium sp. NG55
  0.20	398	0	F	186822	              Paenibacillaceae
  0.20	398	0	G	44249	                Paenibacillus
  0.20	397	397	S	1178515	                  Paenibacillus swuensis
  0.00	1	1	S	474957	                  Paenibacillus castaneae
  0.41	800	0	C1	112452	            unclassified Bacilli
  0.41	800	800	C2	1526609	              unclassified Bacilli (miscellaneous)
 12.91	25193	0	C	186801	          Clostridia
 12.91	25191	3176	O	186802	            Clostridiales
  3.68	7192	789	F	186803	              Lachnospiraceae
  1.85	3607	799	G	830	                Butyrivibrio
  0.41	800	0	S	45851	                  Butyrivibrio crossotus
